WKT,Highway
"LINESTRING (-100.311589 25.683258,-100.282437 25.787389,-100.193463 25.915603,-100.119032 26.003176,-100.11559 26.028601,-100.128125 26.055971,-100.106069 26.182314,-100.094038 26.214451,-100.09123 26.254136,-100.102094 26.318003,-100.175275 26.494133,-100.165395 26.5215,-100.090032 26.576068,-99.985578 26.660158,-99.857343 26.795251,-99.836087 26.859905,-99.811796 26.884621,-99.513365 27.456258,-99.502981 27.505969)",85
"LINESTRING (-101.33831 20.683023,-101.333275 20.673794,-101.301147 20.660249,-101.243951 20.619961,-101.195373 20.596305,-101.121559 20.583187,-100.960542 20.57854,-100.73864 20.546604,-100.67791 20.526794,-100.635255 20.523965,-100.571228 20.548882,-100.495788 20.56811,-100.406021 20.578817,-100.393875 20.586853)",90D
"LINESTRING (-99.876263 16.86006,-99.873182 16.87229,-99.854275 16.876361,-99.832036 16.909292,-99.815228 16.973986,-99.790555 16.979794,-99.781018 17.036568,-99.756412 17.080018,-99.725088 17.09673,-99.696721 17.121519,-99.671551 17.127074,-99.657407 17.143598,-99.647856 17.14367,-99.634457 17.158367,-99.609868 17.157724,-99.589436 17.17781,-99.536114 17.167716,-99.506345 17.272139,-99.486836 17.299786,-99.482861 17.294895,-99.477903 17.458287,-99.464895 17.462649,-99.525105 17.572316,-99.565252 17.794961,-99.49243 17.784173,-99.482763 17.762416,-99.462416 17.773312,-99.458997 17.801961,-99.44087 17.807319,-99.414808 17.805308,-99.334889 17.740611,-99.313069 17.74673,-99.27097 17.801984,-99.241453 17.821039,-99.2021 18.050353,-99.163275 18.092334,-99.142834 18.162459,-99.124136 18.182771,-99.110304 18.223161,-99.114865 18.246451,-99.130048 18.266357,-99.111494 18.326563,-99.109586 18.348579,-99.143826 18.380031,-99.166829 18.443195,-99.181227 18.457486,-99.202825 18.461115,-99.220815 18.476391,-99.257063 18.494532,-99.271681 18.5102,-99.263571 18.578054,-99.247312 18.619587,-99.252378 18.642864,-99.269277 18.653748,-99.252699 18.698702,-99.26251 18.732071,-99.239248 18.791044,-99.228979 18.88046,-99.249311 18.961263,-99.259016 18.983043,-99.259322 19.004188,-99.269613 19.032874,-99.260397 19.046488,-99.248519 19.048102,-99.243345 19.076731,-99.203199 19.112737,-99.167242 19.17892,-99.167372 19.199553,-99.157804 19.225385,-99.160314 19.232786,-99.17578 19.24526,-99.179801 19.261423,-99.203307 19.283699,-99.223616 19.332215,-99.20146 19.364331,-99.176626 19.418378)",95
"LINESTRING (-96.355869 19.411335,-96.360103 19.46203,-96.381085 19.486906,-96.378186 19.542479,-96.391042 19.577641,-96.394231 19.613407,-96.412869 19.639961,-96.41042 19.66015,-96.395779 19.685321,-96.421742 19.788669,-96.452551 19.856453,-96.544911 19.952421,-96.59483 19.974748,-96.630262 20.006264,-96.63143 20.064854,-96.739011 20.190584,-96.765753 20.202585,-96.791494 20.239447,-96.799009 20.264488,-96.940145 20.399801,-96.982679 20.465496,-97.016668 20.485137,-97.044684 20.486466,-97.062949 20.480365,-97.099127 20.456884,-97.106527 20.461708,-97.127745 20.461897,-97.168836 20.473257,-97.179769 20.481864,-97.210006 20.467832,-97.239027 20.468015,-97.254698 20.473766,-97.272658 20.469245,-97.293592 20.455614,-97.356115 20.45746,-97.46279 20.490213,-97.477492 20.572191,-97.506208 20.621269,-97.565169 20.821482,-97.591506 20.847265,-97.60073 20.849588,-97.610022 20.881099,-97.654265 20.905987,-97.69574 20.957903,-97.708388 21.000756,-97.719747 21.0137,-97.714141 21.0533,-97.733764 21.068307,-97.734533 21.107616,-97.744887 21.137995,-97.731993 21.167517,-97.737685 21.178513,-97.727706 21.203932,-97.713661 21.287181,-97.694617 21.324573,-97.694158 21.356399,-97.801864 21.478843,-97.824158 21.49712,-97.841103 21.546724,-97.845184 21.585676,-97.839653 21.620423,-97.852905 21.661908,-97.851295 21.675624,-97.835007 21.702531,-97.815597 21.718556,-97.792099 21.770785,-97.775527 21.808217,-97.777732 21.857655,-97.770492 21.869176,-97.769142 21.905885,-97.777595 21.934134,-97.780716 21.971414,-97.787734 21.983542,-97.789428 22.009307,-97.799812 22.032544,-97.800499 22.055475,-97.808891 22.091569,-97.801704 22.117557,-97.819488 22.149253,-97.820625 22.160764,-97.835579 22.181111,-97.828422 22.221814)",180
"LINESTRING (-97.50095 25.880882,-97.51662 25.820094,-97.57384 25.709775,-97.582584 25.680697,-97.596805 25.670006,-97.667026 25.559715,-97.705493 25.533137,-97.800853 25.473458,-97.86993 25.364194,-97.873035 25.351674,-97.862041 25.276356,-97.878298 25.254616,-98.067691 25.070134,-98.074251 25.020997,-98.136378 24.861329,-98.156084 24.848945,-98.155185 24.840001,-98.258356 24.734091,-98.30871 24.569159,-98.308672 24.527601,-98.333102 24.501591,-98.339777 24.461649,-98.263947 24.204393,-98.253533 24.073709,-98.255007 24.026039,-98.274659 23.976292,-98.25393 23.958846,-98.252726 23.948277,-98.229029 23.9303,-98.215738 23.887817,-98.193498 23.862764,-98.201296 23.785858,-98.212282 23.71583,-98.188005 23.701956,-98.127885 23.635168,-98.105241 23.625904,-98.050012 23.554153,-98.031785 23.367737,-98.008752 23.339413,-98.014573 23.112018,-98.031083 23.098437,-98.050973 23.04502,-98.070954 22.926319,-98.134934 22.907136,-98.211244 22.871121,-98.272225 22.850272,-98.291062 22.832175,-98.29467 22.79004,-98.306198 22.775624,-98.308129 22.7359)",180
"LINESTRING (-95.302566 18.463881,-95.28283 18.463625,-95.260958 18.435601,-95.252037 18.441898,-95.243862 18.439026,-95.225662 18.449426,-95.187653 18.432497,-95.124221 18.428665,-95.128125 18.380353,-95.098038 18.327001,-95.10179 18.312121,-95.118157 18.302169,-95.131101 18.201898,-95.140197 18.19965,-95.154781 18.173449,-95.183958 18.160969,-95.185709 18.152377,-95.168525 18.147009,-95.150012 18.127462,-95.053904 18.099866,-95.043643 18.093214,-95.030978 18.095808,-94.956423 18.082591,-94.942401 18.069586,-94.905741 17.950025,-94.910646 17.939861,-94.893495 17.930773,-94.815982 17.881727,-94.774096 17.865877,-94.745051 17.835266,-94.718591 17.861566,-94.720858 17.886098,-94.65478 17.931618,-94.612261 17.949972,-94.583697 17.970095,-94.535945 17.970388,-94.495591 17.956352,-94.446719 17.951286,-94.415553 17.984757,-94.404504 17.98627,-94.405574 18.000117,-94.356867 18.048301,-94.346773 18.044457,-94.312044 18.045113,-94.215219 18.011117,-94.188783 18.00931,-94.135835 17.990983,-94.080752 17.999352,-94.050547 17.986538,-93.859422 17.969139,-93.825113 17.969475,-93.745683 17.982705,-93.60274 17.974128,-93.560854 17.980269,-93.50686 17.980376,-93.468195 17.986245,-93.413698 17.992047,-93.377175 18.0045,-93.367036 18.000136,-93.250841 18.030782,-93.223222 18.029535,-93.181763 18.001582,-93.154802 17.995721,-93.069917 18.000901,-92.919434 17.992536,-92.922349 18.021916,-92.917573 18.098004,-92.882974 18.159835,-92.850908 18.201195,-92.838541 18.250259,-92.813187 18.279936,-92.819208 18.35821,-92.808984 18.387714,-92.777834 18.397932,-92.715395 18.428205,-92.697054 18.451017,-92.664461 18.520149,-92.587427 18.565224,-92.544465 18.601919,-92.483712 18.644045,-92.286927 18.625196,-92.221078 18.616722,-92.142808 18.619566,-92.019982 18.624947,-91.954163 18.618441,-91.933732 18.625448,-91.884063 18.619515,-91.718499 18.696361,-91.691362 18.715545,-91.654793 18.729708,-91.511302 18.781525,-91.502457 18.792512,-91.348739 18.885015,-91.117699 19.022363,-91.098412 19.040071,-91.033387 19.078284,-90.949441 19.139619,-90.91465 19.159835,-90.766977 19.275623,-90.716744 19.37383,-90.712122 19.405303,-90.693757 19.443945,-90.683602 19.505697,-90.681931 19.570703,-90.671235 19.603546,-90.676752 19.662841,-90.646294 19.751303,-90.435509 19.83532,-90.402512 19.830625,-90.375855 19.815144,-90.362733 19.819466,-90.34089 19.818701,-90.331902 19.820967,-90.29892 19.811886,-90.267129 19.811306,-90.244462 19.834886,-90.231849 19.995118,-90.107317 20.199172,-90.093964 20.242534,-90.074395 20.263578,-90.042634 20.574748,-90.011146 20.580098,-90.009171 20.584216,-90.000146 20.582879,-89.985764 20.589963,-89.895143 20.645613,-89.839745 20.722468,-89.785013 20.838827,-89.744698 20.874626,-89.734353 20.886732,-89.616197 20.981503,-89.595445 20.96654,-89.563659 20.960602,-89.493561 20.934196,-89.473527 20.922198,-89.449875 20.916028,-89.436294 20.903965,-89.413993 20.909977,-89.361741 20.904692,-89.340829 20.893017,-89.27755 20.891513,-89.200294 20.870091,-89.181527 20.842337,-89.006912 20.7941,-88.953278 20.765246,-88.926232 20.760344,-88.912095 20.752144,-88.857521 20.72922,-88.847885 20.718766,-88.817497 20.708754,-88.671974 20.706657,-88.585989 20.697549,-88.56166 20.674706,-88.54313 20.673766,-88.519088 20.648623,-88.48349 20.63044,-88.411552 20.627816,-88.37397 20.643819,-88.298317 20.644082,-88.264655 20.66419,-88.242506 20.683909,-88.116973 20.702172,-88.032073 20.685172,-88.010817 20.672872,-87.95314 20.663635,-87.928459 20.665283,-87.642882 20.881934,-87.513846 20.881326,-87.146193 21.018147,-87.039739 21.080175,-86.950766 21.144834,-86.843709 21.156874)",180
"LINESTRING (-106.207982 23.191363,-106.205762 23.203418,-106.192333 23.206246,-106.168179 23.223932,-106.149357 23.225914,-106.121502 23.26591,-106.052807 23.291104,-106.036205 23.292571,-106.02264 23.307507,-106.010014 23.309356,-105.971676 23.349296,-105.944439 23.386728,-105.909901 23.420388,-105.921688 23.469922,-105.904652 23.463818,-105.898716 23.476767,-105.888867 23.481076,-105.892193 23.496605,-105.859754 23.514166,-105.849072 23.537286,-105.8718 23.541685,-105.863926 23.568193,-105.853077 23.561285,-105.842678 23.632078,-105.83382 23.625359,-105.826047 23.633983,-105.813999 23.629386,-105.808262 23.64049,-105.800695 23.635584,-105.787007 23.64729,-105.770421 23.651712,-105.762753 23.642449,-105.745107 23.655369,-105.730602 23.699173,-105.657193 23.737802,-105.644254 23.725877,-105.594434 23.725343,-105.520458 23.750175,-105.505391 23.73117,-105.489918 23.725692,-105.420903 23.753611,-105.407956 23.754045,-105.385906 23.773413,-105.340657 23.791531,-105.330495 23.821476,-105.309491 23.844711,-105.268154 23.832502,-105.242787 23.863357,-105.152517 23.860777,-105.120076 23.872925,-105.069164 23.869054,-105.025251 23.881574,-105.002103 23.853246,-104.991376 23.852245,-104.955793 23.918023,-104.939603 23.918923,-104.944074 23.933299,-104.927792 23.9287,-104.905233 23.937242,-104.875858 23.940599,-104.85288 23.937683,-104.704076 23.993806,-104.685436 24.017798,-104.639669 24.031457,-104.573827 24.091672,-104.576375 24.111594,-104.593999 24.136147,-104.520925 24.203997,-104.472675 24.225888,-104.407849 24.339923,-104.317067 24.406693,-104.220662 24.405143,-104.147145 24.446195,-104.125074 24.446618,-104.076146 24.469291,-103.992628 24.52388,-103.926541 24.584606,-103.843746 24.731909,-103.823256 24.746958,-103.788298 24.74741,-103.760329 24.773968,-103.739751 24.781204,-103.73454 24.824835,-103.700132 24.856494)",40
"LINESTRING (-102.874953 25.62831,-102.863607 25.630456,-102.799231 25.617308,-102.712346 25.582738,-102.692824 25.585915,-102.615233 25.628093,-102.560362 25.64207,-102.491811 25.672881,-102.414151 25.679445,-102.310498 25.669332,-102.0081 25.647113,-101.953946 25.653759,-101.788846 25.664904,-101.763059 25.659096,-101.564145 25.665291,-101.476216 25.600746,-101.446157 25.593063,-101.421437 25.565918,-101.413373 25.562612,-101.385365 25.517283,-101.334409 25.467543,-101.297506 25.44597,-101.267003 25.437551,-101.232984 25.444466,-101.20844 25.443921,-101.13297 25.462432,-101.090322 25.454268,-101.034345 25.456235,-101.014112 25.436486,-100.993627 25.426128,-100.994008 25.431771,-100.949711 25.531916,-100.90305 25.576678,-100.886213 25.582847,-100.86221 25.60613,-100.833738 25.610276,-100.820272 25.621442,-100.720777 25.656211,-100.642415 25.693236,-100.607488 25.701128,-100.508802 25.691917,-100.459592 25.664608,-100.456501 25.656379,-100.447629 25.656216,-100.43781 25.664529,-100.430463 25.664161,-100.425045 25.645458,-100.410832 25.65713,-100.342534 25.649391,-100.315618 25.661497,-100.311589 25.683258,-100.191006 25.674839,-100.171688 25.665942,-100.105367 25.650543,-100.022404 25.593408,-100.008412 25.593423,-99.981869 25.602162,-99.965314 25.595366,-99.907628 25.591313,-99.882917 25.5772,-99.846951 25.566957,-99.691372 25.591747,-99.685093 25.598484,-99.660397 25.601785,-99.575528 25.641716,-99.453816 25.681092,-99.427799 25.701544,-99.346241 25.728094,-99.285076 25.727589,-99.277355 25.723013,-99.258854 25.722277,-99.254559 25.713888,-99.233258 25.702536,-99.220388 25.711107,-99.170583 25.80491,-99.147451 25.810602,-99.092571 25.810649,-98.725193 25.90438,-98.708019 25.921304,-98.285815 26.078546)",40
"LINESTRING (-102.292635 21.884302,-102.279138 21.757102,-102.285021 21.676977,-102.251779 21.555232,-102.207421 21.503489,-102.180941 21.492416,-102.149767 21.491892,-102.140917 21.497842,-102.106797 21.497991,-102.097978 21.493147,-102.07467 21.493366,-102.051362 21.484757,-102.016611 21.45297,-101.99238 21.432229,-101.963799 21.39379,-101.953333 21.369874,-101.934472 21.362691,-101.909463 21.362603,-101.897912 21.368762,-101.866303 21.298834,-101.794008 21.238376,-101.772378 21.198092,-101.753335 21.18331,-101.73037 21.133069,-101.660614 21.113516,-101.615777 21.074703,-101.42666 20.9489,-101.319512 20.851494,-101.350906 20.700331,-101.33831 20.683023)",45
"LINESTRING (-104.933213 27.142572,-104.942879 27.433351,-105.120866 27.631006,-105.141443 27.6408,-105.190171 27.726913,-105.181512 27.752961,-105.182321 27.816362,-105.192163 27.853655,-105.225419 27.884357,-105.231775 27.903093,-105.272012 27.950932,-105.290429 27.98092,-105.291528 28.026634,-105.320032 28.0305,-105.332002 28.055799,-105.362909 28.080139,-105.394876 28.095596,-105.411645 28.11437,-105.444162 28.173754,-105.483057 28.20521,-105.483202 28.222212,-105.474825 28.269092,-105.490786 28.277153,-105.512598 28.300018,-105.631602 28.382312,-105.714159 28.447088,-105.734385 28.454494,-105.748423 28.45398,-105.760546 28.459711,-105.811427 28.464641,-105.827486 28.471432,-105.838114 28.469831,-105.934184 28.517423,-105.946444 28.536688,-105.962504 28.588726,-106.022541 28.618572,-106.056423 28.628466,-106.155695 28.73971,-106.17332 28.769407,-106.205646 28.785875,-106.216509 28.808136,-106.206974 28.837768,-106.211344 28.852599,-106.233157 28.873681,-106.308483 29.00008,-106.332477 29.030741,-106.325244 29.049713,-106.36333 29.160248,-106.377924 29.182173,-106.418743 29.444408,-106.366199 29.541481,-106.321918 29.562767,-106.349254 29.701052,-106.378582 30.019747,-106.529095 30.375738,-106.518133 30.624119,-106.513837 30.768111,-106.490209 30.863462,-106.478613 30.866965,-106.462119 30.914636,-106.492124 31.02928,-106.471426 31.079572,-106.496825 31.143622,-106.501052 31.228148,-106.496947 31.272282,-106.502188 31.284766,-106.473967 31.327432,-106.454512 31.392574,-106.455466 31.404934,-106.467345 31.423901,-106.463736 31.459529,-106.472174 31.510676,-106.455368 31.591787,-106.503354 31.753692)",45
"LINESTRING (-104.933213 27.142572,-104.92688 27.126455,-104.910225 27.128706,-104.819543 27.062948,-104.809983 27.06945,-104.650689 26.960848,-104.568787 26.917903,-104.561646 26.911286,-104.555115 26.913009,-104.518699 26.861051,-104.410851 26.811247,-104.329925 26.750628,-104.237457 26.658701,-104.001212 26.393751,-103.695075 26.087971,-103.521368 25.656404,-103.497243 25.602088,-103.498793 25.559605,-103.518484 25.546436,-103.53797 25.54314,-103.545019 25.534843,-103.553656 25.539398,-103.588348 25.537633,-103.601217 25.529075,-103.622274 25.534715,-103.632375 25.530303,-103.651472 25.507704,-103.657416 25.506429,-103.663679 25.494993,-103.682753 25.490092,-103.685888 25.467804,-103.661253 25.343275,-103.634236 25.310127,-103.615186 25.255358,-103.621846 25.230074,-103.62988 25.222919,-103.697882 25.194557,-103.709394 25.180261,-103.71031 25.166942,-103.728934 25.159721,-103.751517 25.140766,-103.767095 25.099357,-103.760718 25.089756,-103.773153 25.034596,-103.76338 25.009638,-103.734647 24.975796,-103.708135 24.933992,-103.693296 24.859807,-103.700132 24.856494)",49
"LINESTRING (-103.494887 25.585145,-103.462598 25.618293,-103.447912 25.616236,-103.42095 25.601223,-103.395223 25.564942,-103.406491 25.542266,-103.399802 25.539082,-103.231946 25.535352,-103.147809 25.516936,-103.086042 25.49742,-103.08 25.53378,-103.04872 25.551037,-102.874953 25.62831)",49
"LINESTRING (-100.459429 22.936521,-100.439225 22.946364,-100.379694 22.914924,-100.340563 22.91468,-100.284922 22.872703,-100.177561 22.865134,-100.146647 22.857508,-100.12697 22.837167,-99.970903 22.734983,-99.92145 22.687923,-99.863496 22.60424,-99.835275 22.577429,-99.761788 22.524386,-99.709794 22.475215,-99.679315 22.466701,-99.600526 22.408716,-99.593401 22.424232,-99.568833 22.444024,-99.570421 22.464706,-99.563172 22.490268,-99.521111 22.485918,-99.510682 22.475873,-99.487534 22.47181,-99.479157 22.48383,-99.45559 22.501329,-99.420235 22.489935,-99.401345 22.496033,-99.397996 22.490235,-99.387354 22.491197,-99.384478 22.524195,-99.365632 22.527305,-99.359567 22.52169,-99.300996 22.534185,-99.284646 22.524023,-99.265724 22.531023,-99.23858 22.52915,-99.219865 22.538513,-99.198487 22.543556,-99.177461 22.556246,-99.140649 22.555325,-99.081613 22.562619,-99.071404 22.579708,-99.049585 22.593745,-99.042933 22.603942,-99.036317 22.601291,-99.019227 22.613807,-99.018235 22.691809,-99.013261 22.704103,-98.964028 22.729012,-98.903588 22.717756,-98.758927 22.776277,-98.715142 22.80587,-98.690454 22.811079,-98.665132 22.805722,-98.487724 22.820638,-98.422204 22.834296,-98.327835 22.744262,-98.266366 22.70194,-98.199517 22.622772,-98.157242 22.56873,-98.093888 22.500844,-98.073831 22.502412,-98.03212 22.491004,-97.99865 22.478724,-97.94165 22.416676,-97.928429 22.386392,-97.878128 22.342956,-97.873292 22.323087,-97.847427 22.287976,-97.828422 22.221814)",80
"LINESTRING (-103.401246 20.661487,-103.335221 20.630945,-103.302445 20.648943,-103.28428 20.605351,-103.240823 20.599827,-103.207964 20.565725,-103.183824 20.569718,-103.137704 20.568501,-103.053994 20.653927,-103.035783 20.659088,-102.976152 20.717819,-102.886308 20.731107,-102.823106 20.758094,-102.790857 20.77945,-102.743837 20.832852,-102.693864 20.928223,-102.668458 20.953049,-102.638955 20.99105,-102.567751 21.063796,-102.520524 21.120295,-102.491631 21.131772,-102.465096 21.187552,-102.433328 21.204089,-102.395844 21.204522,-102.371591 21.211389,-102.340281 21.224665,-102.287248 21.264109,-102.270814 21.269827,-102.168351 21.278597,-102.118226 21.288911,-101.998338 21.32983,-101.9451 21.338844,-101.921701 21.362813)",80
